ticker,name,sector,price,market_cap_b,pe,pb,roe,revenue_growth,momentum_20d,momentum_60d,volatility_20d,dividend_yield
02585.HK,梦金园,专业零售,15.30,4.18,39.09,1.62,0.00,0.00,9.36,9.36,9.36,0.00
01228.HK,北海康成-B,药品及生物科技,2.13,1.27,77.31,-2.88,0.00,0.00,9.23,9.23,9.23,0.00
02415.HK,梅斯健康,其他医疗保健,1.02,0.62,31.19,0.47,0.00,0.00,8.51,8.51,8.51,0.00
01745.HK,驴迹科技,软件服务,0.06,0.16,2.49,0.12,0.00,0.00,8.47,8.47,8.47,0.00
01850.HK,美好生活集团控股,建筑,0.45,0.08,-17.16,0.22,0.00,0.00,8.43,8.43,8.43,0.00
02693.HK,金岩高岭新材,一般金属及矿石,3.00,0.29,6.78,0.43,0.00,0.00,8.30,8.30,8.30,0.00
09993.HK,金辉控股,地产,1.19,4.81,-0.63,0.55,0.00,0.00,8.18,8.18,8.18,0.00
02486.HK,普乐师集团控股,媒体及娱乐,3.57,0.40,16.28,0.77,0.00,0.00,8.18,8.18,8.18,0.00
06657.HK,百望股份,软件服务,12.00,2.71,-254.31,2.61,0.00,0.00,8.11,8.11,8.11,0.00
00927.HK,富士高实业,家庭电器及用品,0.54,0.28,-4.94,0.48,0.00,0.00,8.00,8.00,8.00,0.00
00120.HK,COSMOPOL INT'L,地产,0.06,0.09,-0.20,0.23,0.00,0.00,7.84,7.84,7.84,0.00
02122.HK,凯知乐国际,专业零售,0.14,0.19,-1.34,-1.02,0.00,0.00,7.63,7.63,7.63,0.00
01520.HK,天机控股,纺织及服饰,0.50,0.47,-4.31,2.81,0.00,0.00,7.53,7.53,7.53,0.00
01966.HK,中骏集团控股,地产,0.04,0.18,-0.02,-0.03,0.00,0.00,7.50,7.50,7.50,0.00
06651.HK,五一视界,软件服务,99.00,40.99,-203.58,50.15,0.00,0.00,7.49,7.49,7.49,0.00
00894.HK,万裕科技,工业工程,4.46,2.14,342.04,1.41,0.00,0.00,7.47,7.47,7.47,0.00
01943.HK,金石控股集团,建筑,0.72,0.74,-50.72,6.44,0.00,0.00,7.46,7.46,7.46,0.00
03998.HK,波司登,纺织及服饰,3.90,45.57,10.07,2.20,0.00,0.00,7.44,7.44,7.44,0.00
02377.HK,博奇环保,工业工程,0.87,0.74,2.80,0.20,0.00,0.00,7.41,7.41,7.41,0.00
01259.HK,未来发展控股,食物饮品,0.03,0.07,-0.93,0.05,0.00,0.00,6.90,6.90,6.90,0.00
01783.HK,晋景新能,建筑,5.28,15.26,586.53,15.59,0.00,0.00,6.88,6.88,6.88,0.00
02546.HK,智汇矿业,一般金属及矿石,16.65,8.12,48.89,4.49,0.00,0.00,6.80,6.80,6.80,0.00
02329.HK,国瑞健康,地产,0.10,0.43,-0.21,0.05,0.00,0.00,6.67,6.67,6.67,0.00
02028.HK,映美控股,资讯科技器材,0.97,0.71,-12.99,-12.75,0.00,0.00,6.59,6.59,6.59,0.00
03789.HK,御佳控股,建筑,0.20,0.24,421.51,0.75,0.00,0.00,6.52,6.52,6.52,0.00
01653.HK,MOS HOUSE,建筑,2.32,0.67,-125.15,4.61,0.00,0.00,6.42,6.42,6.42,0.00
01822.HK,中木国际,原材料,0.14,0.14,-4.39,1.88,0.00,0.00,6.20,6.20,6.20,0.00
01490.HK,AI X TECH,媒体及娱乐,0.27,0.33,-85.48,0.55,0.00,0.00,6.00,6.00,6.00,0.00
00609.HK,天德化工,原材料,1.08,0.95,13.71,0.35,0.00,0.00,5.88,5.88,5.88,0.00
00223.HK,易生活控股,工用支援,0.09,0.15,-6.44,2.24,0.00,0.00,5.68,5.68,5.68,0.00
00290.HK,国富量子,其他金融,1.91,19.68,91.44,3.93,0.00,0.00,5.52,5.52,5.52,0.00
02728.HK,金泰能源控股,石油及天然气,0.02,0.09,-4.61,2.10,0.00,0.00,5.26,5.26,5.26,0.00
02271.HK,众安智慧生活,地产,3.63,1.97,56.51,5.31,0.00,0.00,5.22,5.22,5.22,0.00
02431.HK,佑驾创新,软件服务,10.86,4.50,-10.17,3.68,0.00,0.00,5.03,5.03,5.03,0.00
01927.HK,久久王,食物饮品,0.21,0.17,-19.59,0.38,0.00,0.00,5.03,5.03,5.03,0.00
00993.HK,信控国际资本,其他金融,0.09,0.74,-0.64,-0.08,0.00,0.00,4.94,4.94,4.94,0.00
06288.HK,FAST RETAIL-DRS,纺织及服饰,40.82,1298.98,52.54,11.38,0.00,0.00,4.94,4.94,4.94,0.00
02361.HK,中康科技控股,软件服务,4.93,2.23,21.53,2.67,0.00,0.00,4.89,4.89,4.89,0.00
00912.HK,信佳国际,家庭电器及用品,1.08,0.31,7.60,0.37,0.00,0.00,4.85,4.85,4.85,0.00
02208.HK,金风科技,工业工程,10.16,42.88,12.31,0.95,0.00,0.00,4.85,4.85,4.85,0.00
00556.HK,泛亚环保,工业工程,0.65,0.65,75.52,0.58,0.00,0.00,4.84,4.84,4.84,0.00
09968.HK,汇景控股,地产,0.02,0.12,-0.06,-0.04,0.00,0.00,4.76,4.76,4.76,0.00
01989.HK,广合科技,工业工程,198.50,93.80,71.67,11.49,0.00,0.00,4.75,4.75,4.75,0.00
00095.HK,绿景中国地产,地产,0.16,1.00,-0.10,0.10,0.00,0.00,4.67,4.67,4.67,0.00
06885.HK,金马能源,煤炭,0.68,0.36,-0.62,0.13,0.00,0.00,4.62,4.62,4.62,0.00
01203.HK,广南(集团),农业产品,0.68,0.62,5.53,0.23,0.00,0.00,4.62,4.62,4.62,0.00
01638.HK,佳兆业集团,地产,0.05,0.47,0.01,0.04,0.00,0.00,4.55,4.55,4.55,0.00
02078.HK,荣阳实业,一般金属及矿石,0.12,0.14,-2.35,0.20,0.00,0.00,4.50,4.50,4.50,0.00
02101.HK,福禄控股,媒体及娱乐,0.93,0.38,12.49,0.28,0.00,0.00,4.49,4.49,4.49,0.00
01117.HK,现代牧业,食物饮品,0.95,7.52,-6.02,0.82,0.00,0.00,4.40,4.40,4.40,0.00
00519.HK,诺科达科技,地产,0.14,0.44,9.00,0.57,0.00,0.00,4.35,4.35,4.35,0.00
01682.HK,杭品生活科技,纺织及服饰,0.19,0.30,-63.04,1.74,0.00,0.00,4.32,4.32,4.32,0.00
02714.HK,牧原股份,农业产品,29.16,168.34,15.44,1.72,0.00,0.00,4.29,4.29,4.29,0.00
01082.HK,源宇宙教育,支援服务,1.46,0.89,-20.35,16.90,0.00,0.00,4.29,4.29,4.29,0.00
00813.HK,世茂集团,地产,0.07,0.74,0.05,-3.49,0.00,0.00,4.17,4.17,4.17,0.00
01538.HK,中奥到家,地产,0.76,0.65,5.97,0.52,0.00,0.00,4.11,4.11,4.11,0.00
02675.HK,精锋医疗-B,其他医疗保健,37.60,14.67,-149.58,10.20,0.00,0.00,4.10,4.10,4.10,0.00
01722.HK,建鹏控股,建筑,0.10,0.11,-5.84,0.82,0.00,0.00,4.08,4.08,4.08,0.00
02563.HK,华昊中天医药-B,药品及生物科技,3.58,1.31,-8.97,1.77,0.00,0.00,4.07,4.07,4.07,0.00
02198.HK,中国三江化工,原材料,2.83,3.37,7.47,0.57,0.00,0.00,4.04,4.04,4.04,0.00
01921.HK,达力普控股,石油及天然气,3.10,4.86,319.99,3.13,0.00,0.00,4.03,4.03,4.03,0.00
01661.HK,中国前沿科技集团,旅游及消闲设施,2.08,0.40,-10.92,1.21,0.00,0.00,4.00,4.00,4.00,0.00
00080.HK,CAI控股,其他金融,0.26,0.57,-17.88,1.98,0.00,0.00,4.00,4.00,4.00,0.00
01621.HK,域高国际控股,石油及天然气,0.18,0.18,13.45,0.76,0.00,0.00,3.93,3.93,3.93,0.00
01797.HK,东方甄选,媒体及娱乐,23.80,25.23,67.52,4.21,0.00,0.00,3.93,3.93,3.93,0.00
00276.HK,蒙古能源,煤炭,0.53,0.10,0.21,-0.03,0.00,0.00,3.92,3.92,3.92,0.00
00164.HK,中国宝力科技,媒体及娱乐,0.53,0.19,-21.31,-0.54,0.00,0.00,3.92,3.92,3.92,0.00
01417.HK,浦江中国,地产,2.16,0.87,-31.65,6.27,0.00,0.00,3.85,3.85,3.85,0.00
06628.HK,创胜集团医药-B,药品及生物科技,1.10,0.50,-2.21,0.72,0.00,0.00,3.77,3.77,3.77,0.00
03368.HK,百盛集团,专业零售,0.17,0.43,-2.64,0.13,0.00,0.00,3.77,3.77,3.77,0.00
02187.HK,智欣集团控股,建筑,0.55,0.49,-7.62,1.16,0.00,0.00,3.77,3.77,3.77,0.00
01536.HK,煜荣集团,工业工程,0.22,0.10,-5.88,0.88,0.00,0.00,3.77,3.77,3.77,0.00
03626.HK,启明东方控股,工用支援,1.66,0.31,111.19,12.74,0.00,0.00,3.75,3.75,3.75,0.00
00590.HK,六福集团,专业零售,21.20,12.45,6.08,0.83,0.00,0.00,3.72,3.72,3.72,0.00
00931.HK,中国港能,公用事业,0.28,2.28,-18.43,6.63,0.00,0.00,3.70,3.70,3.70,0.00
01247.HK,米格国际控股,纺织及服饰,1.13,0.25,-3.86,1.96,0.00,0.00,3.67,3.67,3.67,0.00
01063.HK,新确科技,资讯科技器材,0.06,0.09,2.89,0.38,0.00,0.00,3.64,3.64,3.64,0.00
01068.HK,雨润食品,农业产品,0.09,0.16,-2.20,-0.21,0.00,0.00,3.61,3.61,3.61,0.00
01380.HK,中国金石,一般金属及矿石,0.87,0.45,-21.01,3.98,0.00,0.00,3.57,3.57,3.57,0.00
09913.HK,智勤控股,建筑,2.35,2.35,-58.83,5.42,0.00,0.00,3.52,3.52,3.52,0.00
01993.HK,雅仕维,媒体及娱乐,0.59,0.29,19.43,3.29,0.00,0.00,3.51,3.51,3.51,0.00
01948.HK,优矩控股,媒体及娱乐,4.15,2.49,15.96,1.44,0.00,0.00,3.49,3.49,3.49,0.00
01660.HK,七元投资,工业工程,0.24,1.47,-21.05,4.56,0.00,0.00,3.48,3.48,3.48,0.00
01588.HK,畅捷通,软件服务,4.79,1.54,17.04,1.47,0.00,0.00,3.46,3.46,3.46,0.00
02007.HK,碧桂园,地产,0.18,8.34,2.31,-5.47,0.00,0.00,3.45,3.45,3.45,0.00
01021.HK,华沿机器人,工业工程,18.76,10.45,-315.51,14.57,0.00,0.00,3.42,3.42,3.42,0.00
09663.HK,国鸿氢能,工业工程,3.05,1.56,-2.90,0.57,0.00,0.00,3.39,3.39,3.39,0.00
03389.HK,亨得利,专业零售,0.25,1.08,-36.38,0.32,0.00,0.00,3.36,3.36,3.36,0.00
01408.HK,濠江机电,建筑,0.31,0.15,73.29,0.78,0.00,0.00,3.33,3.33,3.33,0.00
00234.HK,新世纪集团,其他金融,0.03,0.18,-6.30,0.12,0.00,0.00,3.33,3.33,3.33,0.00
02473.HK,喜相逢集团,汽车,0.63,1.17,23.03,1.01,0.00,0.00,3.28,3.28,3.28,0.00
00442.HK,域能控股,纺织及服饰,0.63,0.16,-9.19,1.38,0.00,0.00,3.28,3.28,3.28,0.00
01851.HK,银杏教育,支援服务,7.30,3.65,20.28,3.00,0.00,0.00,3.25,3.25,3.25,0.00
02625.HK,江苏宏信,消费者主要零售商,2.23,0.53,12.96,0.66,0.00,0.00,3.24,3.24,3.24,0.00
01767.HK,TS WONDERS,食物饮品,0.32,0.32,17.86,0.60,0.00,0.00,3.23,3.23,3.23,0.00
01132.HK,橙天嘉禾,媒体及娱乐,0.07,0.18,3.28,0.14,0.00,0.00,3.13,3.13,3.13,0.00
00191.HK,丽新国际,综合企业,0.66,0.58,-0.26,0.04,0.00,0.00,3.13,3.13,3.13,0.00
00204.HK,资本界金控,其他金融,0.17,0.04,-0.21,0.09,0.00,0.00,3.11,3.11,3.11,0.00
01141.HK,民银资本,其他金融,3.35,3.67,24.30,2.26,0.00,0.00,3.08,3.08,3.08,0.00
00626.HK,大众金融控股,银行,1.37,1.50,18.88,0.19,0.00,0.00,3.01,3.01,3.01,0.00
06038.HK,信越控股,建筑,0.34,0.35,6.23,1.16,0.00,0.00,2.99,2.99,2.99,0.00
02279.HK,雍禾医疗,其他医疗保健,2.08,1.09,13.39,1.25,0.00,0.00,2.97,2.97,2.97,0.00
00326.HK,中国星集团,媒体及娱乐,5.66,13.75,-30.98,8.56,0.00,0.00,2.91,2.91,2.91,0.00
00928.HK,帝王国际投资,食物饮品,0.07,0.13,-3.42,0.56,0.00,0.00,2.90,2.90,2.90,0.00
00129.HK,泛海集团,其他金融,0.18,0.25,-0.07,0.02,0.00,0.00,2.89,2.89,2.89,0.00
03662.HK,星悦康旅,地产,0.36,0.26,4.58,0.20,0.00,0.00,2.86,2.86,2.86,0.00
01204.HK,博维智慧,软件服务,1.44,0.72,88.44,2.09,0.00,0.00,2.86,2.86,2.86,0.00
01009.HK,国际娱乐,旅游及消闲设施,1.44,1.97,-7.22,3.00,0.00,0.00,2.86,2.86,2.86,0.00
01108.HK,凯盛新能,工业工程,2.54,1.64,-1.28,0.53,0.00,0.00,2.83,2.83,2.83,0.00
01718.HK,宏基集团控股,建筑,0.36,0.11,-3.80,1.79,0.00,0.00,2.82,2.82,2.82,0.00
03759.HK,康龙化成,药品及生物科技,17.22,31.51,16.67,1.69,0.00,0.00,2.81,2.81,2.81,0.00
00620.HK,大唐西市,支援服务,0.37,0.30,-4.68,0.34,0.00,0.00,2.78,2.78,2.78,0.00
00999.HK,小菜园,旅游及消闲设施,6.73,7.88,9.95,2.93,0.00,0.00,2.75,2.75,2.75,0.00
03636.HK,金浔资源,一般金属及矿石,14.33,2.19,6.01,1.73,0.00,0.00,2.72,2.72,2.72,0.00
01842.HK,植华集团,纺织及服饰,0.04,0.05,-1.80,0.43,0.00,0.00,2.70,2.70,2.70,0.00
02512.HK,云工场,软件服务,3.05,1.46,114.35,2.69,0.00,0.00,2.69,2.69,2.69,0.00
00900.HK,AEON CREDIT,其他金融,8.39,3.51,7.10,0.76,0.00,0.00,2.69,2.69,2.69,0.00
02202.HK,万科企业,地产,2.31,27.56,-0.28,0.22,0.00,0.00,2.67,2.67,2.67,0.00
00822.HK,嘉瑞国际,工业工程,0.39,0.35,-12.49,0.30,0.00,0.00,2.63,2.63,2.63,0.00
00711.HK,亚洲联合基建控股,建筑,0.40,0.74,14.42,0.32,0.00,0.00,2.56,2.56,2.56,0.00
00916.HK,龙源电力,公用事业,5.30,44.31,9.02,0.54,0.00,0.00,2.51,2.51,2.51,0.00
00264.HK,中联发展控股,纺织及服饰,2.04,0.97,-61.85,-63.41,0.00,0.00,2.51,2.51,2.51,0.00
03883.HK,中国奥园,地产,0.04,0.19,-0.01,0.00,0.00,0.00,2.50,2.50,2.50,0.00
00030.HK,云白国际,其他医疗保健,0.25,2.36,515.67,5.27,0.00,0.00,2.48,2.48,2.48,0.00
06610.HK,飞天云动,软件服务,0.83,0.11,-0.27,0.09,0.00,0.00,2.47,2.47,2.47,0.00
01552.HK,BHCC HOLDING,建筑,0.25,0.20,3.81,0.58,0.00,0.00,2.46,2.46,2.46,0.00
02469.HK,粉笔,支援服务,0.42,0.93,4.23,0.64,0.00,0.00,2.44,2.44,2.44,0.00
01087.HK,威讯控股,资讯科技器材,0.84,0.20,-3.69,0.92,0.00,0.00,2.44,2.44,2.44,0.00
00818.HK,高阳科技,其他金融,0.42,1.17,-9.60,0.16,0.00,0.00,2.44,2.44,2.44,0.00
02957.HK,中国金融国际-旧,其他金融,0.17,0.37,-26.36,11.48,0.00,0.00,2.41,2.41,2.41,0.00
01669.HK,环球信贷集团,其他金融,1.29,0.52,9.88,0.55,0.00,0.00,2.38,2.38,2.38,0.00
00673.HK,中国卫生集团,其他医疗保健,0.43,0.60,-9.82,-15.41,0.00,0.00,2.38,2.38,2.38,0.00
00079.HK,世纪建业,旅游及消闲设施,0.09,0.03,-1.98,0.14,0.00,0.00,2.38,2.38,2.38,0.00
01688.HK,领益智造,软件服务,10.42,84.61,35.79,0.69,0.00,0.00,2.36,2.36,2.36,0.00
09608.HK,宋都服务,地产,0.04,0.17,8.82,0.38,0.00,0.00,2.33,2.33,2.33,0.00
03888.HK,金山软件,软件服务,22.18,30.65,9.74,1.01,0.00,0.00,2.31,2.31,2.31,0.00
01262.HK,蜡笔小新食品,食物饮品,2.29,0.55,41.76,2.00,0.00,0.00,2.23,2.23,2.23,0.00
02661.HK,轻松健康,媒体及娱乐,14.09,2.91,-6.92,2.62,0.00,0.00,2.18,2.18,2.18,0.00
02670.HK,云迹,软件服务,304.20,21.16,-64.80,22.26,0.00,0.00,2.15,2.15,2.15,0.00
02677.HK,卓正医疗,其他医疗保健,29.62,1.91,12.79,-0.20,0.00,0.00,2.14,2.14,2.14,0.00
01846.HK,德视佳,其他医疗保健,2.40,0.77,14.14,0.62,0.00,0.00,2.13,2.13,2.13,0.00
01466.HK,佰金生命科学,纺织及服饰,1.44,1.34,166.06,7.89,0.00,0.00,2.13,2.13,2.13,0.00
01085.HK,亨鑫科技,资讯科技器材,1.92,0.89,-19.03,0.53,0.00,0.00,2.13,2.13,2.13,0.00
00061.HK,绿领控股,煤炭,0.05,0.03,0.04,-0.01,0.00,0.00,2.13,2.13,2.13,0.00
00475.HK,中发展控股,工业工程,0.49,0.24,-12.18,-9.88,0.00,0.00,2.08,2.08,2.08,0.00
02501.HK,迈越科技,软件服务,1.00,0.50,79.27,1.42,0.00,0.00,2.04,2.04,2.04,0.00
01581.HK,进升集团控股,建筑,0.25,0.10,4.16,0.35,0.00,0.00,2.04,2.04,2.04,0.00
01179.HK,华住集团-S,旅游及消闲设施,32.44,99.76,17.88,8.05,0.00,0.00,2.01,2.01,2.01,0.00
01541.HK,宜明昂科-B,药品及生物科技,3.63,1.56,-6.45,1.79,0.00,0.00,1.97,1.97,1.97,0.00
01335.HK,顺泰控股,半导体,0.10,0.25,-3.34,0.41,0.00,0.00,1.96,1.96,1.96,0.00
06833.HK,兴科蓉医药,药品及生物科技,0.16,0.32,8.38,0.42,0.00,0.00,1.92,1.92,1.92,0.00
02863.HK,高丰集团控股,建筑,0.55,0.38,-14.79,1.54,0.00,0.00,1.85,1.85,1.85,0.00
02569.HK,舒宝国际,消费者主要零售商,1.10,1.10,17.79,1.98,0.00,0.00,1.85,1.85,1.85,0.00
01891.HK,兴合控股,一般金属及矿石,0.17,0.17,5.90,0.34,0.00,0.00,1.85,1.85,1.85,0.00
01570.HK,伟业控股,地产,12.86,2.52,-5.04,4.25,0.00,0.00,1.82,1.82,1.82,0.00
01697.HK,山东国信,其他金融,0.28,1.30,21.38,0.10,0.00,0.00,1.82,1.82,1.82,0.00
00209.HK,万维智能科技,家庭电器及用品,0.56,0.83,-8.96,-3.82,0.00,0.00,1.82,1.82,1.82,0.00
02576.HK,太美医疗科技,软件服务,6.26,3.52,-74.29,2.84,0.00,0.00,1.79,1.79,1.79,0.00
01449.HK,立德教育,支援服务,0.29,0.19,-2.29,0.20,0.00,0.00,1.75,1.75,1.75,0.00
03363.HK,正业国际,原材料,0.29,0.15,9.18,0.12,0.00,0.00,1.72,1.72,1.72,0.00
02409.HK,洲际船务,工用运输,4.14,2.07,7.39,1.02,0.00,0.00,1.72,1.72,1.72,0.00
07688.HK,拓璞数控,工业工程,24.92,10.44,2640.02,41.26,0.00,0.00,1.71,1.71,1.71,0.00
09999.HK,网易-S,软件服务,184.90,589.95,15.40,3.16,0.00,0.00,1.71,1.71,1.71,0.00
09885.HK,药师帮,药品及生物科技,4.19,2.88,17.02,1.06,0.00,0.00,1.70,1.70,1.70,0.00
01568.HK,承达集团,建筑,0.60,1.31,4.89,0.36,0.00,0.00,1.69,1.69,1.69,0.00
01458.HK,周黑鸭,食物饮品,1.20,2.50,14.40,0.66,0.00,0.00,1.69,1.69,1.69,0.00
00858.HK,精优药业,药品及生物科技,0.06,0.17,-0.51,0.17,0.00,0.00,1.69,1.69,1.69,0.00
00896.HK,兴胜创建,建筑,0.24,0.26,-0.69,0.08,0.00,0.00,1.67,1.67,1.67,0.00
06117.HK,日照港裕廊,工用运输,0.61,1.01,5.35,0.30,0.00,0.00,1.67,1.67,1.67,0.00
00613.HK,梧桐国际,其他金融,3.09,3.55,20.00,2.08,0.00,0.00,1.64,1.64,1.64,0.00
00482.HK,圣马丁国际,家庭电器及用品,0.63,0.15,-1.35,-4.85,0.00,0.00,1.61,1.61,1.61,0.00
02402.HK,亿华通,工业工程,13.94,3.35,-5.22,1.54,0.00,0.00,1.60,1.60,1.60,0.00
06182.HK,乙德投资控股,建筑,0.64,0.51,1135.26,5.35,0.00,0.00,1.59,1.59,1.59,0.00
03321.HK,中科集团控股,建筑,1.29,0.10,-1.42,-5.87,0.00,0.00,1.57,1.57,1.57,0.00
02216.HK,堃博医疗-B,其他医疗保健,0.65,0.34,-2.46,0.29,0.00,0.00,1.56,1.56,1.56,0.00
02580.HK,奥克斯电气,家庭电器及用品,9.78,15.53,6.28,1.41,0.00,0.00,1.56,1.56,1.56,0.00
02337.HK,众诚能源,公用事业,1.31,0.49,-186.65,0.90,0.00,0.00,1.55,1.55,1.55,0.00
02030.HK,卡宾,纺织及服饰,1.31,0.88,25.84,0.59,0.00,0.00,1.55,1.55,1.55,0.00
01539.HK,知行集团控股,工业工程,0.34,1.15,26.98,4.92,0.00,0.00,1.52,1.52,1.52,0.00
01427.HK,中国天保集团,建筑,0.20,0.18,-1.29,0.21,0.00,0.00,1.52,1.52,1.52,0.00
03315.HK,金邦达宝嘉,软件服务,0.68,0.55,12.34,0.25,0.00,0.00,1.49,1.49,1.49,0.00
02399.HK,中国安储能源,工业工程,0.34,1.21,-3.72,2.92,0.00,0.00,1.49,1.49,1.49,0.00
00871.HK,中国疏浚环保,建筑,0.07,0.10,-0.94,3.20,0.00,0.00,1.49,1.49,1.49,0.00
00210.HK,达芙妮国际,纺织及服饰,0.34,0.67,5.21,0.73,0.00,0.00,1.49,1.49,1.49,0.00
01183.HK,澳能建设,建筑,0.14,0.55,37.70,1.43,0.00,0.00,1.48,1.48,1.48,0.00
02451.HK,绿源集团控股,汽车,11.67,4.79,24.69,2.58,0.00,0.00,1.48,1.48,1.48,0.00
00677.HK,金源发展国际实业,消费者主要零售商,0.34,0.59,-16.94,0.45,0.00,0.00,1.47,1.47,1.47,0.00
01918.HK,融创中国,地产,0.71,14.18,-1.04,0.24,0.00,0.00,1.43,1.43,1.43,0.00
01143.HK,中国储能科技发展,家庭电器及用品,0.35,0.08,-1.79,0.16,0.00,0.00,1.43,1.43,1.43,0.00
06669.HK,先瑞达医疗-B,其他医疗保健,7.86,2.46,18.67,1.51,0.00,0.00,1.42,1.42,1.42,0.00
01837.HK,五谷磨房,食物饮品,1.43,3.13,10.64,1.67,0.00,0.00,1.42,1.42,1.42,0.00
09930.HK,宏信建发,工业工程,0.72,2.30,14.15,0.18,0.00,0.00,1.41,1.41,1.41,0.00
02317.HK,味丹国际,食物饮品,0.72,1.10,8.26,0.46,0.00,0.00,1.41,1.41,1.41,0.00
01596.HK,翼辰实业,工业工程,0.36,0.32,1.03,0.11,0.00,0.00,1.41,1.41,1.41,0.00
01142.HK,能源及能量环球,石油及天然气,0.07,0.91,-0.55,-4.50,0.00,0.00,1.41,1.41,1.41,0.00
09636.HK,九方智投控股,软件服务,30.38,14.09,13.81,4.33,0.00,0.00,1.40,1.40,1.40,0.00
02477.HK,经纬天地,电讯,0.36,1.46,85.99,1.53,0.00,0.00,1.39,1.39,1.39,0.00
09933.HK,GHW INTL,原材料,1.47,1.48,105.40,2.24,0.00,0.00,1.38,1.38,1.38,0.00
01120.HK,雅视光学,纺织及服饰,0.74,0.29,13.81,0.50,0.00,0.00,1.37,1.37,1.37,0.00
01793.HK,伟工控股,建筑,0.38,0.30,35.12,1.11,0.00,0.00,1.33,1.33,1.33,0.00
00057.HK,震雄集团,工业工程,1.52,0.96,8.20,0.30,0.00,0.00,1.33,1.33,1.33,0.00
00117.HK,天利控股集团,工业工程,3.81,2.84,19.20,3.98,0.00,0.00,1.33,1.33,1.33,0.00
01180.HK,汇彩控股,旅游及消闲设施,0.77,0.81,5.72,1.81,0.00,0.00,1.32,1.32,1.32,0.00
01982.HK,南旋控股,纺织及服饰,0.79,1.80,5.99,0.75,0.00,0.00,1.28,1.28,1.28,0.00
