ticker,name,sector,price,market_cap_b,pe,pb,roe,revenue_growth,momentum_20d,momentum_60d,volatility_20d,dividend_yield
WNC,WABASH国立,工业,13.94,0.57,-8.77,1.77,0.00,0.00,6.41,6.41,6.41,0.00
TEX,特雷克斯,工业,74.58,8.52,76.73,1.77,0.00,0.00,6.39,6.39,6.39,0.00
SXI,Standex International Corp,工业,338.14,4.10,41.39,5.43,0.00,0.00,6.39,6.39,6.39,0.00
USAC,USA Compression Partners LP,能源,26.39,3.83,29.62,12.08,0.00,0.00,6.37,6.37,6.37,0.00
OPFI,OppFi Inc-A,信息技术,9.36,0.80,12.09,10.56,0.00,0.00,6.36,6.36,6.36,0.00
RXO,RXO Inc,工业,26.90,4.44,-42.25,2.94,0.00,0.00,6.32,6.32,6.32,0.00
QXO,QXO Inc,信息技术,18.00,13.06,-25.34,1.28,0.00,0.00,6.32,6.32,6.32,0.00
CAT,卡特彼勒,工业,1057.01,486.85,51.63,26.09,0.00,0.00,6.29,6.29,6.29,0.00
ALTG,Alta Equipment Group Inc-A,工业,7.65,0.25,-3.15,-8.79,0.00,0.00,6.25,6.25,6.25,0.00
DK,Delek US Holdings Inc,能源,47.17,2.89,-56.24,55.07,0.00,0.00,6.21,6.21,6.21,0.00
KMT,肯纳金属,工业,36.53,2.78,20.32,2.05,0.00,0.00,6.04,6.04,6.04,0.00
CNH,CNH Industrial NV,工业,10.93,17.60,45.60,2.26,0.00,0.00,6.01,6.01,6.01,0.00
PUMP,ProPetro Holding Corp,能源,14.80,1.81,-146.10,1.84,0.00,0.00,5.87,5.87,5.87,0.00
GRC,The Gorman-Rupp Co,工业,90.85,2.40,40.85,5.64,0.00,0.00,5.85,5.85,5.85,0.00
BHC,Bausch Health Companies Inc,医疗保健,5.28,1.97,-1.63,-0.96,0.00,0.00,5.81,5.81,5.81,0.00
BHE,Benchmark Electronics Inc,信息技术,97.19,3.49,101.86,3.18,0.00,0.00,5.78,5.78,5.78,0.00
RQIR,Cohen & Steers Quality Income R,美股,0.02,0.00,0.00,0.00,0.00,0.00,5.71,5.71,5.71,0.00
AESI,Atlas Energy Solutions Inc,能源,16.64,2.08,-21.04,1.78,0.00,0.00,5.65,5.65,5.65,0.00
WTS,沃茨水工业,工业,375.09,12.52,34.18,5.97,0.00,0.00,5.65,5.65,5.65,0.00
PARR,Par Pacific Holdings Inc,能源,54.13,2.71,5.98,1.79,0.00,0.00,5.60,5.60,5.60,0.00
Q,Qnity Electronics Inc,信息技术,167.49,35.06,53.94,4.88,0.00,0.00,5.52,5.52,5.52,0.00
BMI,Badger Meter Inc,信息技术,140.90,4.11,31.49,5.96,0.00,0.00,5.48,5.48,5.48,0.00
CXT,Crane NXT Co,工业,48.03,2.76,21.29,2.23,0.00,0.00,5.40,5.40,5.40,0.00
OSK,Oshkosh Corp,工业,150.99,9.41,16.29,2.11,0.00,0.00,5.33,5.33,5.33,0.00
CRL,查尔斯河,医疗保健,212.71,10.25,-55.49,3.48,0.00,0.00,5.25,5.25,5.25,0.00
CQP,Cheniere Energy Partners LP,能源,60.05,29.07,11.48,372.66,0.00,0.00,5.24,5.24,5.24,0.00
GETY,Getty Images Holdings Inc-A,金融,0.99,0.41,-3.85,0.77,0.00,0.00,5.22,5.22,5.22,0.00
VLO,瓦莱罗能源,能源,255.06,75.74,18.01,3.17,0.00,0.00,5.21,5.21,5.21,0.00
TWI,泰坦国际,工业,7.90,0.51,-5.84,1.03,0.00,0.00,5.19,5.19,5.19,0.00
NPKI,NPK International Inc,能源,15.52,1.31,33.27,3.64,0.00,0.00,5.15,5.15,5.15,0.00
URI,联合租赁,工业,1139.51,71.39,28.47,7.96,0.00,0.00,5.15,5.15,5.15,0.00
AKA,a.k.a. Brands Holding Corp,非日常生活消费品,9.75,0.11,-3.49,1.12,0.00,0.00,5.06,5.06,5.06,0.00
PRG,PROG Holdings Inc,工业,43.41,1.74,11.74,2.25,0.00,0.00,5.06,5.06,5.06,0.00
RCUS,Arcus Biosciences Inc,医疗保健,30.25,3.80,-10.31,7.26,0.00,0.00,5.03,5.03,5.03,0.00
CTOS,Custom Truck One Source Inc,金融,11.97,2.72,-156.79,3.38,0.00,0.00,5.00,5.00,5.00,0.00
DE,迪尔,工业,630.76,170.27,35.60,6.21,0.00,0.00,5.00,5.00,5.00,0.00
WHD,Cactus Inc-A,能源,53.52,4.29,27.74,3.60,0.00,0.00,4.98,4.98,4.98,0.00
OEC,Orion Engineered Carbons SA,原材料,7.18,0.40,-4.54,1.07,0.00,0.00,4.97,4.97,4.97,0.00
UWMC,UWM Holdings Corp-A,金融,2.12,3.39,51.15,14.79,0.00,0.00,4.95,4.95,4.95,0.00
BKD,布鲁克代尔高级护理,医疗保健,15.41,3.68,-17.98,-65.79,0.00,0.00,4.90,4.90,4.90,0.00
LOAR,Loar Holdings Inc,工业,77.37,7.24,106.57,6.14,0.00,0.00,4.84,4.84,4.84,0.00
PBF,PBF Energy Inc-A,能源,42.29,5.00,11.33,0.91,0.00,0.00,4.83,4.83,4.83,0.00
GLP,全球合伙,能源,46.18,1.57,10.51,2.21,0.00,0.00,4.76,4.76,4.76,0.00
EE,Excelerate Energy Inc-A,能源,37.40,4.26,106.11,6.16,0.00,0.00,4.76,4.76,4.76,0.00
HNI,HNI Corp,工业,39.10,2.81,1876.62,1.59,0.00,0.00,4.74,4.74,4.74,0.00
AZZ,AZZ Inc,工业,160.17,4.81,15.15,3.60,0.00,0.00,4.73,4.73,4.73,0.00
PACS,PACS Group Inc,医疗保健,40.68,6.44,26.41,6.21,0.00,0.00,4.71,4.71,4.71,0.00
CMI,康明斯,工业,727.59,100.40,37.56,8.13,0.00,0.00,4.71,4.71,4.71,0.00
KGS,Kodiak Gas Services Inc,能源,73.96,7.35,108.18,6.27,0.00,0.00,4.69,4.69,4.69,0.00
BOBS,Bob’s Discount Furniture Inc,非日常生活消费品,15.06,1.97,17.71,4.17,0.00,0.00,4.66,4.66,4.66,0.00
BH,Biglari Holdings Inc-B,非日常生活消费品,375.94,0.86,-46.02,1.66,0.00,0.00,4.57,4.57,4.57,0.00
CIEN,Ciena科技,信息技术,484.69,68.61,156.53,23.72,0.00,0.00,4.57,4.57,4.57,0.00
CR,Crane Co,工业,223.59,12.91,39.53,6.16,0.00,0.00,4.54,4.54,4.54,0.00
SEI,Solaris Energy Infrastructure I,能源,79.43,5.84,126.20,7.48,0.00,0.00,4.54,4.54,4.54,0.00
MTRN,Materion Corp,原材料,281.80,5.86,76.63,6.13,0.00,0.00,4.52,4.52,4.52,0.00
KAI,凯登纸业,工业,322.07,3.80,36.78,3.82,0.00,0.00,4.44,4.44,4.44,0.00
XYL,赛莱默,工业,117.00,27.81,28.35,2.53,0.00,0.00,4.43,4.43,4.43,0.00
SMHI,SEACOR Marine Holdings Inc,工业,7.55,0.20,-7.26,0.83,0.00,0.00,4.43,4.43,4.43,0.00
TKR,铁姆肯,工业,144.01,10.01,32.46,3.12,0.00,0.00,4.36,4.36,4.36,0.00
FSS,联邦信号,工业,126.97,7.75,28.61,5.40,0.00,0.00,4.35,4.35,4.35,0.00
HL,赫克拉矿业,原材料,15.15,10.16,37.11,3.95,0.00,0.00,4.34,4.34,4.34,0.00
IR,英格索兰,信息技术,81.70,31.97,54.47,3.14,0.00,0.00,4.32,4.32,4.32,0.00
AIN,奥尔巴尼国际,工业,75.06,2.13,-35.88,2.92,0.00,0.00,4.31,4.31,4.31,0.00
WTTR,Select Water Solutions Inc-A,能源,19.18,2.65,122.72,2.67,0.00,0.00,4.30,4.30,4.30,0.00
EXK,Endeavour Silver Corp,原材料,8.04,2.38,-111.76,3.69,0.00,0.00,4.28,4.28,4.28,0.00
FTI,TechnipFMC plc,能源,67.03,26.72,24.69,7.95,0.00,0.00,4.26,4.26,4.26,0.00
STM,意法半导体,信息技术,74.88,66.55,452.74,3.75,0.00,0.00,4.23,4.23,4.23,0.00
TT,特灵科技,工业,503.46,111.29,38.40,12.95,0.00,0.00,4.20,4.20,4.20,0.00
AIR,AAR CORP,工业,138.51,5.51,32.21,3.35,0.00,0.00,4.19,4.19,4.19,0.00
WOLF,Wolfspeed Inc,信息技术,47.79,2.48,-1.57,2.43,0.00,0.00,4.19,4.19,4.19,0.00
SUN,Sunoco LP,能源,64.72,13.26,13.75,1.59,0.00,0.00,4.19,4.19,4.19,0.00
MOS,美盛,原材料,21.73,6.91,153.48,0.59,0.00,0.00,4.17,4.17,4.17,0.00
WMS,Advanced Drainage Systems Inc,工业,155.26,11.90,27.90,6.16,0.00,0.00,4.17,4.17,4.17,0.00
KMX,车美仕,非日常生活消费品,52.90,7.51,33.73,1.23,0.00,0.00,4.15,4.15,4.15,0.00
ROK,罗克韦尔自动化,工业,479.39,53.34,49.03,15.15,0.00,0.00,4.13,4.13,4.13,0.00
SSMR,Sunshine Silver Mining & Refini,原材料,13.29,1.87,-42.55,37.30,0.00,0.00,4.07,4.07,4.07,0.00
ALSN,艾里逊变速箱,非日常生活消费品,124.52,10.33,19.02,5.43,0.00,0.00,4.04,4.04,4.04,0.00
MANU,曼联,非日常生活消费品,21.96,3.79,-136.94,15.31,0.00,0.00,4.03,4.03,4.03,0.00
AVTR,Avantor Inc,医疗保健,10.08,6.88,-12.48,1.23,0.00,0.00,4.02,4.02,4.02,0.00
RDY,如瑞迪博士,医疗保健,15.25,12.73,27.30,3.10,0.00,0.00,4.02,4.02,4.02,0.00
KLAR,Klarna Group plc,金融,19.13,11.38,-57.47,4.63,0.00,0.00,4.02,4.02,4.02,0.00
MRK,默沙东,医疗保健,125.45,309.84,34.68,6.75,0.00,0.00,4.02,4.02,4.02,0.00
SPHR,Sphere Entertainment Co-A,通讯服务,161.35,5.78,50.76,2.57,0.00,0.00,4.02,4.02,4.02,0.00
BTX,BlackRock Technology and Privat,美股,9.08,0.00,0.00,0.00,0.00,0.00,4.01,4.01,4.01,0.00
ARE,亚历山大房地产,房地产,53.29,9.29,-8.77,0.59,0.00,0.00,4.00,4.00,4.00,0.00
FDX,联邦快递,工业,329.44,78.61,17.73,2.48,0.00,0.00,3.98,3.98,3.98,0.00
HUM,哈门那,医疗保健,376.00,45.14,39.95,2.43,0.00,0.00,3.97,3.97,3.97,0.00
LBRT,Liberty Energy Inc-A,能源,27.25,4.45,29.58,2.28,0.00,0.00,3.97,3.97,3.97,0.00
DCH,Dauch Corp,非日常生活消费品,5.79,1.37,-10.81,0.92,0.00,0.00,3.95,3.95,3.95,0.00
CMC,美国工商五金,原材料,74.09,8.20,13.78,1.81,0.00,0.00,3.94,3.94,3.94,0.00
IAG,IAMGOLD Corp,原材料,15.83,9.15,9.11,2.11,0.00,0.00,3.94,3.94,3.94,0.00
BXC,布鲁林克斯,工业,63.06,0.49,-121.35,0.80,0.00,0.00,3.89,3.89,3.89,0.00
GNRC,Generac Holdings Inc,工业,295.16,17.38,91.95,6.50,0.00,0.00,3.88,3.88,3.88,0.00
BLDR,Builders FirstSource Inc,工业,88.72,9.54,32.74,2.38,0.00,0.00,3.88,3.88,3.88,0.00
RRX,Regal Rexnord Corp,工业,227.18,15.12,52.79,2.22,0.00,0.00,3.85,3.85,3.85,0.00
RES,RPC Inc,能源,5.94,1.32,62.98,1.20,0.00,0.00,3.85,3.85,3.85,0.00
NYC,American Strategic Investment C,房地产,8.37,0.02,-1.20,0.43,0.00,0.00,3.85,3.85,3.85,0.00
CNI,加拿大国家铁路,工业,120.36,73.01,21.21,4.74,0.00,0.00,3.84,3.84,3.84,0.00
EAF,GrafTech International Ltd,工业,7.32,0.19,-0.85,-0.63,0.00,0.00,3.83,3.83,3.83,0.00
ZEPP,华米科技,信息技术,4.62,0.07,-1.70,0.35,0.00,0.00,3.82,3.82,3.82,0.00
HP,赫尔默里奇&佩恩,能源,34.01,3.40,-9.05,1.34,0.00,0.00,3.82,3.82,3.82,0.00
FBIN,Fortune Brands Innovations Inc,工业,46.34,5.53,20.35,2.35,0.00,0.00,3.78,3.78,3.78,0.00
ETN,伊顿,工业,419.87,163.04,40.87,8.27,0.00,0.00,3.78,3.78,3.78,0.00
COHR,Coherent Corp,信息技术,407.25,79.67,169.94,7.46,0.00,0.00,3.76,3.76,3.76,0.00
COMP,Compass Inc-A,房地产,11.05,8.26,569.38,2.93,0.00,0.00,3.76,3.76,3.76,0.00
MAN,万宝盛华,工业,33.81,1.57,-95.88,0.76,0.00,0.00,3.74,3.74,3.74,0.00
AGCO,爱科集团,工业,118.86,8.61,11.16,2.00,0.00,0.00,3.74,3.74,3.74,0.00
HLIO,Helios Technologies Inc,工业,92.88,3.07,50.48,3.28,0.00,0.00,3.70,3.70,3.70,0.00
VTMX,Vesta Real Estate Corp ADR,房地产,33.53,3.23,9.84,1.13,0.00,0.00,3.68,3.68,3.68,0.00
GFR,Greenfire Resources Ltd,能源,5.65,0.71,-24.27,0.90,0.00,0.00,3.67,3.67,3.67,0.00
BC,布朗斯威克,非日常生活消费品,87.96,5.72,-41.87,3.57,0.00,0.00,3.67,3.67,3.67,0.00
WAB,美国西屋制动,工业,282.45,47.93,39.61,4.32,0.00,0.00,3.66,3.66,3.66,0.00
OIS,Oil States International Inc,能源,7.95,0.48,-4.29,0.84,0.00,0.00,3.65,3.65,3.65,0.00
HMY,哈莫尼黄金,原材料,15.12,9.45,10.53,3.14,0.00,0.00,3.63,3.63,3.63,0.00
NPO,Enpro Inc,工业,380.22,8.03,185.09,5.14,0.00,0.00,3.60,3.60,3.60,0.00
LNN,Lindsay Corp,工业,124.87,1.30,22.05,2.56,0.00,0.00,3.60,3.60,3.60,0.00
CBL,CBL & Associates Properties Inc,房地产,52.82,1.63,9.41,4.11,0.00,0.00,3.59,3.59,3.59,0.00
VMI,维蒙特工业,工业,583.55,11.33,30.53,6.75,0.00,0.00,3.57,3.57,3.57,0.00
TPL,Texas Pacific Land Corp,金融,391.04,26.97,53.56,17.33,0.00,0.00,3.57,3.57,3.57,0.00
DCI,唐纳森,工业,89.11,10.33,23.54,6.09,0.00,0.00,3.53,3.53,3.53,0.00
SNDR,Schneider National Inc-B,工业,36.20,6.34,64.75,2.10,0.00,0.00,3.52,3.52,3.52,0.00
ABBV,艾伯维,医疗保健,243.14,429.58,118.18,-64.54,0.00,0.00,3.51,3.51,3.51,0.00
NPWR,NET Power Inc-A,工业,1.77,0.40,-0.85,1.94,0.00,0.00,3.51,3.51,3.51,0.00
GKOS,Glaukos Corp,医疗保健,142.57,8.37,-44.23,12.48,0.00,0.00,3.49,3.49,3.49,0.00
NUE,纽柯钢铁,原材料,248.89,56.68,24.32,2.64,0.00,0.00,3.48,3.48,3.48,0.00
ESI,Element Solutions Inc,原材料,47.72,11.62,78.18,4.25,0.00,0.00,3.47,3.47,3.47,0.00
ULS,UL Solutions Inc-A,医疗保健,95.83,19.32,55.19,14.64,0.00,0.00,3.47,3.47,3.47,0.00
MSGS,麦迪逊广场花园体育,非日常生活消费品,378.73,9.12,-408.56,-30.86,0.00,0.00,3.46,3.46,3.46,0.00
HUBB,哈勃集团,工业,536.04,28.33,31.27,7.52,0.00,0.00,3.45,3.45,3.45,0.00
AERO,Grupo Aeromexico SAB de CV ADR,工业,18.31,2.67,7.84,-4.60,0.00,0.00,3.45,3.45,3.45,0.00
NRG,NRG Energy Inc,公用事业,147.11,31.04,129.87,6.37,0.00,0.00,3.45,3.45,3.45,0.00
LII,雷诺士,工业,570.73,19.86,25.03,16.36,0.00,0.00,3.44,3.44,3.44,0.00
KNX,Knight-Swift Transportation Hol,工业,77.07,12.52,368.44,1.78,0.00,0.00,3.42,3.42,3.42,0.00
IIIN,Insteel Industries Inc,工业,31.00,0.60,14.17,1.65,0.00,0.00,3.40,3.40,3.40,0.00
WHK,WhiteHawk Minerals Corp-A,能源,27.77,0.74,215.60,2.62,0.00,0.00,3.39,3.39,3.39,0.00
ENS,艾诺斯,工业,226.34,8.27,28.16,4.34,0.00,0.00,3.38,3.38,3.38,0.00
GOLF,高尔史密斯国际控股,非日常生活消费品,113.20,6.63,38.86,8.03,0.00,0.00,3.38,3.38,3.38,0.00
RIG,越洋钻探,能源,5.21,5.82,-2.10,0.71,0.00,0.00,3.37,3.37,3.37,0.00
MTUS,Metallus Inc,原材料,20.23,0.84,290.39,1.23,0.00,0.00,3.37,3.37,3.37,0.00
CDE,科尔黛伦矿业,原材料,15.99,16.54,20.70,1.59,0.00,0.00,3.36,3.36,3.36,0.00
AGI,Alamos Gold Inc-A,原材料,31.11,13.07,12.30,2.84,0.00,0.00,3.36,3.36,3.36,0.00
ALK,阿拉斯加航空,工业,53.29,5.94,81.34,1.59,0.00,0.00,3.36,3.36,3.36,0.00
MTD,梅特勒-托利多,医疗保健,1243.42,25.13,28.71,-599.92,0.00,0.00,3.34,3.34,3.34,0.00
CMP,罗盘矿物,原材料,29.60,1.24,174.92,4.53,0.00,0.00,3.28,3.28,3.28,0.00
CSTM,Constellium SE-A,原材料,33.73,4.59,10.56,4.10,0.00,0.00,3.28,3.28,3.28,0.00
THO,索尔工业,非日常生活消费品,77.95,4.06,15.46,0.94,0.00,0.00,3.26,3.26,3.26,0.00
PRM,Perimeter Solutions Inc,原材料,36.90,6.02,-31.66,5.00,0.00,0.00,3.25,3.25,3.25,0.00
FIX,Comfort Systems USA Inc,工业,2017.57,71.02,58.04,25.23,0.00,0.00,3.23,3.23,3.23,0.00
LUMN,Lumen Technologies Inc,通讯服务,8.32,8.57,-4.93,-6.51,0.00,0.00,3.23,3.23,3.23,0.00
BFLY,Butterfly Network Inc-A,医疗保健,8.02,2.10,-27.69,10.97,0.00,0.00,3.22,3.22,3.22,0.00
NOV,NOV Inc,能源,18.94,6.80,74.70,1.09,0.00,0.00,3.22,3.22,3.22,0.00
SA,Seabridge Gold Inc,原材料,25.54,2.75,-54.04,3.18,0.00,0.00,3.19,3.19,3.19,0.00
SXC,SunCoke Energy Inc,原材料,8.41,0.71,-10.83,1.23,0.00,0.00,3.19,3.19,3.19,0.00
BW,Babcock & Wilcox,工业,14.88,2.21,-24.31,-12.87,0.00,0.00,3.19,3.19,3.19,0.00
KRMN,Karman Holdings Inc,工业,46.27,6.13,204.69,15.11,0.00,0.00,3.19,3.19,3.19,0.00
NIC,Nicolet Bankshares Inc,金融,161.35,3.43,25.73,1.52,0.00,0.00,3.18,3.18,3.18,0.00
CRS,卡朋特科技,原材料,599.24,29.77,62.14,14.40,0.00,0.00,3.15,3.15,3.15,0.00
XPO,XPO,工业,203.02,23.84,68.50,12.88,0.00,0.00,3.14,3.14,3.14,0.00
GVA,花岗岩建筑,工业,156.65,6.85,37.05,6.64,0.00,0.00,3.14,3.14,3.14,0.00
LION,Lionsgate Studios Corp,金融,15.82,4.60,-23.19,-3.85,0.00,0.00,3.13,3.13,3.13,0.00
BVN,布埃纳文图拉开采,原材料,30.68,7.78,7.96,1.88,0.00,0.00,3.13,3.13,3.13,0.00
SITE,SiteOne Landscape Supply Inc,工业,114.99,5.10,33.41,3.14,0.00,0.00,3.10,3.10,3.10,0.00
SPXC,SPX Technologies Inc,工业,244.56,12.24,48.45,5.36,0.00,0.00,3.09,3.09,3.09,0.00
DCO,杜科蒙,工业,170.41,2.57,-101.11,3.84,0.00,0.00,3.09,3.09,3.09,0.00
SOLV,Solventum Corp,医疗保健,77.92,13.49,9.42,2.72,0.00,0.00,3.08,3.08,3.08,0.00
GMED,Globus Medical Inc-A,医疗保健,84.65,11.49,19.59,2.43,0.00,0.00,3.08,3.08,3.08,0.00
DINO,HF Sinclair Corp,能源,67.78,12.22,9.93,1.26,0.00,0.00,3.07,3.07,3.07,0.00
ROG,罗杰斯,信息技术,167.09,2.98,-53.35,2.50,0.00,0.00,3.05,3.05,3.05,0.00
CRK,康斯托克能源,能源,13.87,4.07,6.52,1.48,0.00,0.00,3.05,3.05,3.05,0.00
MSGE,Madison Square Garden Entertain,非日常生活消费品,78.84,3.73,76.12,77.69,0.00,0.00,3.05,3.05,3.05,0.00
VG,Venture Global Inc-A,能源,10.83,26.91,10.26,3.04,0.00,0.00,3.04,3.04,3.04,0.00
ABT,雅培,医疗保健,93.24,162.41,25.88,3.12,0.00,0.00,3.04,3.04,3.04,0.00
MLR,Miller Industries Inc,工业,52.33,0.60,38.46,1.43,0.00,0.00,3.03,3.03,3.03,0.00
UHAL,U-Haul Holding Co,工业,66.02,12.95,155.72,1.70,0.00,0.00,3.01,3.01,3.01,0.00
VST,Vistra Corp,公用事业,167.77,56.57,25.24,10.11,0.00,0.00,3.01,3.01,3.01,0.00
TRN,Trinity Industries Inc,工业,36.38,2.89,11.33,2.68,0.00,0.00,3.00,3.00,3.00,0.00
PH,派克汉尼汾,工业,989.91,124.81,35.87,8.54,0.00,0.00,3.00,3.00,3.00,0.00
CX,西麦斯,原材料,12.38,17.96,39.59,1.37,0.00,0.00,3.00,3.00,3.00,0.00
UNP,联合太平洋,工业,267.73,158.95,22.04,8.19,0.00,0.00,2.99,2.99,2.99,0.00
UPS,联合包裹服务,工业,109.31,92.91,17.70,5.89,0.00,0.00,2.99,2.99,2.99,0.00
SPH,Suburban Propane Partners LP,公用事业,17.40,1.15,8.66,1.55,0.00,0.00,2.96,2.96,2.96,0.00
SWK,史丹利百得,工业,92.31,14.35,38.67,1.60,0.00,0.00,2.96,2.96,2.96,0.00
GFI,金田,原材料,32.82,29.37,8.23,3.48,0.00,0.00,2.95,2.95,2.95,0.00
A,安捷伦,医疗保健,135.51,38.27,27.07,5.37,0.00,0.00,2.95,2.95,2.95,0.00
ENOV,Enovis Corp,医疗保健,22.01,1.27,-1.11,0.86,0.00,0.00,2.95,2.95,2.95,0.00
DKL,Delek Logistics Partners LP,能源,50.45,2.68,15.80,-133.10,0.00,0.00,2.94,2.94,2.94,0.00
AMR,Alpha Metallurgical Resources I,能源,168.18,2.14,-55.15,1.41,0.00,0.00,2.93,2.93,2.93,0.00
SQNS,Sequans Communications SA ADR,信息技术,3.16,0.05,-0.30,0.65,0.00,0.00,2.93,2.93,2.93,0.00
VSXY,Victoria’s Secret & Co,非日常生活消费品,83.00,6.60,31.27,8.35,0.00,0.00,2.93,2.93,2.93,0.00
VLRS,Volaris航空,工业,9.50,1.09,-8.81,5.27,0.00,0.00,2.93,2.93,2.93,0.00
AIT,应用工业技术,工业,343.54,12.70,31.45,6.83,0.00,0.00,2.92,2.92,2.92,0.00
TXT,德事隆,工业,89.06,15.49,16.58,1.94,0.00,0.00,2.91,2.91,2.91,0.00
PRIM,Primoris Services Corp,工业,95.38,5.17,20.86,3.07,0.00,0.00,2.90,2.90,2.90,0.00
MYE,Myers Industries Inc,原材料,30.58,1.15,43.68,3.98,0.00,0.00,2.89,2.89,2.89,0.00
MBC,MasterBrand Inc,非日常生活消费品,9.61,1.23,-614.97,0.93,0.00,0.00,2.89,2.89,2.89,0.00
WLY,约翰威立国际出版-A,非日常生活消费品,45.56,2.31,10.44,2.73,0.00,0.00,2.89,2.89,2.89,0.00
VRT,Vertiv Holdings Co-A,金融,325.57,125.05,80.25,29.46,0.00,0.00,2.89,2.89,2.89,0.00
GRND,Grindr Inc,金融,13.56,2.41,25.51,2872.42,0.00,0.00,2.88,2.88,2.88,0.00
BST,BlackRock Science and Technolog,美股,48.89,0.00,0.00,0.00,0.00,0.00,2.88,2.88,2.88,0.00
SYF,Synchrony Financial,金融,78.52,26.41,7.34,1.60,0.00,0.00,2.88,2.88,2.88,0.00
ECG,Everus Construction Group Inc,房地产,163.56,8.35,37.37,12.15,0.00,0.00,2.87,2.87,2.87,0.00
DOV,都福,工业,230.73,31.07,28.21,4.15,0.00,0.00,2.86,2.86,2.86,0.00
