ticker,name,sector,price,market_cap_b,pe,pb,roe,revenue_growth,momentum_20d,momentum_60d,volatility_20d,dividend_yield
605296,神农集团,沪市A股,27.23,14.29,41.89,3.34,0.00,0.00,10.02,10.02,10.02,0.00
002253,川大智胜,深市A股,10.87,2.45,-10.06,2.89,0.00,0.00,10.02,10.02,10.02,0.00
001289,龙源电力,深市A股,17.57,146.88,32.45,1.92,0.00,0.00,10.02,10.02,10.02,0.00
001210,金房能源,深市A股,23.83,5.23,27.80,3.55,0.00,0.00,10.02,10.02,10.02,0.00
600962,国投中鲁,沪市A股,29.00,7.60,185.78,8.03,0.00,0.00,10.02,10.02,10.02,0.00
002208,合肥城建,深市A股,17.14,13.77,-26.37,2.33,0.00,0.00,10.01,10.01,10.01,0.00
000823,超声电子,深市A股,28.46,16.93,68.69,3.53,0.00,0.00,10.01,10.01,10.01,0.00
002962,五方光电,深市A股,19.34,5.64,148.77,3.18,0.00,0.00,10.01,10.01,10.01,0.00
002559,亚威股份,深市A股,12.31,6.77,63.32,3.81,0.00,0.00,10.01,10.01,10.01,0.00
002965,祥鑫科技,深市A股,51.88,13.77,88.82,3.25,0.00,0.00,10.01,10.01,10.01,0.00
603163,圣晖集成,沪市A股,135.58,13.56,87.47,11.34,0.00,0.00,10.00,10.00,10.00,0.00
001270,铖昌科技,深市A股,139.43,28.74,242.28,18.42,0.00,0.00,10.00,10.00,10.00,0.00
603698,航天工程,沪市A股,43.55,23.34,108.88,6.63,0.00,0.00,10.00,10.00,10.00,0.00
001400,江顺科技,深市A股,115.37,9.69,78.19,7.55,0.00,0.00,10.00,10.00,10.00,0.00
600481,双良节能,沪市A股,4.84,9.99,-8.13,2.30,0.00,0.00,10.00,10.00,10.00,0.00
603261,立航科技,沪市A股,57.20,4.43,-21.42,8.87,0.00,0.00,10.00,10.00,10.00,0.00
603687,大胜达,沪市A股,18.81,10.35,134.36,3.16,0.00,0.00,10.00,10.00,10.00,0.00
603956,威派格,沪市A股,5.83,3.32,-20.82,1.80,0.00,0.00,10.00,10.00,10.00,0.00
001389,广合科技,深市A股,220.88,104.38,92.03,14.48,0.00,0.00,10.00,10.00,10.00,0.00
002106,莱宝高科,深市A股,15.62,11.02,44.98,1.96,0.00,0.00,10.00,10.00,10.00,0.00
002568,百润股份,深市A股,15.73,16.38,25.37,3.25,0.00,0.00,10.00,10.00,10.00,0.00
600552,凯盛科技,沪市A股,29.60,27.96,217.33,6.48,0.00,0.00,10.00,10.00,10.00,0.00
603650,彤程新材,沪市A股,85.83,52.88,91.31,12.24,0.00,0.00,10.00,10.00,10.00,0.00
002674,兴业科技,深市A股,28.83,8.52,83.98,3.48,0.00,0.00,10.00,10.00,10.00,0.00
603270,金帝股份,沪市A股,31.59,6.92,47.15,3.01,0.00,0.00,9.99,9.99,9.99,0.00
600228,返利科技,沪市A股,10.79,4.50,-71.27,11.77,0.00,0.00,9.99,9.99,9.99,0.00
600539,狮头股份,沪市A股,14.32,3.29,-159.11,10.96,0.00,0.00,9.98,9.98,9.98,0.00
603928,兴业股份,沪市A股,12.23,4.17,31.36,2.58,0.00,0.00,9.98,9.98,9.98,0.00
603977,国泰集团,沪市A股,15.43,9.59,37.63,2.77,0.00,0.00,9.98,9.98,9.98,0.00
601369,陕鼓动力,沪市A股,9.05,15.60,20.70,1.72,0.00,0.00,9.96,9.96,9.96,0.00
002354,天娱数科,深市A股,8.83,14.61,-299.32,10.62,0.00,0.00,9.96,9.96,9.96,0.00
002141,贤丰控股,深市A股,5.76,5.95,376.47,7.37,0.00,0.00,9.92,9.92,9.92,0.00
600343,航天动力,沪市A股,26.17,16.70,-86.71,13.11,0.00,0.00,9.59,9.59,9.59,0.00
300780,德恩精工,创业板,33.86,4.97,-105.81,4.96,0.00,0.00,9.58,9.58,9.58,0.00
301611,珂玛科技,创业板,164.50,71.72,249.24,39.19,0.00,0.00,9.36,9.36,9.36,0.00
601636,旗滨集团,沪市A股,9.13,27.01,39.92,1.81,0.00,0.00,9.34,9.34,9.34,0.00
603065,宿迁联盛,沪市A股,21.95,9.20,-705.79,4.60,0.00,0.00,9.04,9.04,9.04,0.00
000620,盈新发展,深市A股,3.39,19.91,-16.95,5.43,0.00,0.00,9.00,9.00,9.00,0.00
300762,上海瀚讯,创业板,44.03,27.65,-231.74,12.16,0.00,0.00,8.88,8.88,8.88,0.00
600367,红星发展,沪市A股,57.68,19.68,213.63,7.90,0.00,0.00,8.87,8.87,8.87,0.00
688516,奥特维,科创板,58.51,18.45,41.50,5.02,0.00,0.00,8.73,8.73,8.73,0.00
300776,帝尔激光,创业板,194.74,55.55,101.96,14.11,0.00,0.00,8.67,8.67,8.67,0.00
600520,三佳科技,沪市A股,36.34,5.76,726.80,14.62,0.00,0.00,8.54,8.54,8.54,0.00
300776,帝尔激光,创业板,194.50,55.48,101.83,14.10,0.00,0.00,8.54,8.54,8.54,0.00
300293,蓝英装备,创业板,19.43,6.58,-46.26,8.84,0.00,0.00,8.19,8.19,8.19,0.00
688028,沃尔德,科创板,138.63,20.93,221.59,10.35,0.00,0.00,8.17,8.17,8.17,0.00
688720,艾森股份,科创板,95.18,11.70,161.32,11.21,0.00,0.00,7.91,7.91,7.91,0.00
601133,柏诚股份,沪市A股,37.53,19.75,96.23,6.52,0.00,0.00,7.84,7.84,7.84,0.00
000703,恒逸石化,深市A股,16.74,63.96,209.25,2.42,0.00,0.00,7.79,7.79,7.79,0.00
600667,太极实业,沪市A股,27.28,57.06,129.91,6.53,0.00,0.00,7.78,7.78,7.78,0.00
300259,新天科技,创业板,5.69,6.57,25.80,2.14,0.00,0.00,7.76,7.76,7.76,0.00
688535,华海诚科,科创板,160.00,22.71,533.33,10.55,0.00,0.00,7.74,7.74,7.74,0.00
300323,华灿光电,创业板,19.73,32.02,-73.07,4.83,0.00,0.00,7.70,7.70,7.70,0.00
301392,汇成真空,创业板,244.44,24.44,1111.09,32.28,0.00,0.00,7.68,7.68,7.68,0.00
300321,同大股份,创业板,56.98,5.06,450.79,7.97,0.00,0.00,7.61,7.61,7.61,0.00
301526,国际复材,创业板,51.46,194.05,711.76,22.73,0.00,0.00,7.48,7.48,7.48,0.00
301138,华研精机,创业板,33.09,3.97,40.35,3.45,0.00,0.00,7.47,7.47,7.47,0.00
688387,信科移动,科创板,19.48,66.60,-243.50,11.35,0.00,0.00,7.45,7.45,7.45,0.00
301005,超捷股份,创业板,112.01,21.05,933.42,26.93,0.00,0.00,7.39,7.39,7.39,0.00
300666,江丰电子,创业板,354.00,97.69,187.30,18.85,0.00,0.00,7.27,7.27,7.27,0.00
600619,海立股份,沪市A股,15.13,16.24,216.14,2.63,0.00,0.00,7.23,7.23,7.23,0.00
301182,凯旺科技,创业板,114.47,10.97,-94.60,16.55,0.00,0.00,7.22,7.22,7.22,0.00
002617,露笑科技,深市A股,9.63,18.39,87.15,2.85,0.00,0.00,7.12,7.12,7.12,0.00
300440,运达科技,创业板,21.54,9.47,107.70,5.66,0.00,0.00,7.11,7.11,7.11,0.00
000551,创元科技,深市A股,18.39,8.91,30.12,2.93,0.00,0.00,7.04,7.04,7.04,0.00
300900,广联航空,创业板,35.53,11.64,-101.51,6.01,0.00,0.00,6.99,6.99,6.99,0.00
002119,康强电子,深市A股,36.00,13.51,116.13,9.60,0.00,0.00,6.98,6.98,6.98,0.00
300721,怡达股份,创业板,37.60,6.20,-56.68,5.56,0.00,0.00,6.97,6.97,6.97,0.00
688115,思林杰,科创板,70.95,4.73,-473.00,3.71,0.00,0.00,6.92,6.92,6.92,0.00
300840,酷特智能,创业板,20.93,5.02,139.53,3.91,0.00,0.00,6.89,6.89,6.89,0.00
002202,金风科技,深市A股,23.38,98.75,36.71,2.48,0.00,0.00,6.76,6.76,6.76,0.00
300717,华信新材,创业板,21.73,2.23,40.24,3.01,0.00,0.00,6.73,6.73,6.73,0.00
688392,骄成超声,科创板,191.00,22.11,183.65,11.91,0.00,0.00,6.71,6.71,6.71,0.00
603010,万盛股份,沪市A股,16.56,9.69,-9.86,3.74,0.00,0.00,6.63,6.63,6.63,0.00
300547,川环科技,创业板,34.10,7.40,36.14,5.34,0.00,0.00,6.60,6.60,6.60,0.00
603324,盛剑科技,沪市A股,50.90,7.52,-424.17,4.61,0.00,0.00,6.58,6.58,6.58,0.00
688582,芯动联科,科创板,65.58,26.35,86.29,10.62,0.00,0.00,6.46,6.46,6.46,0.00
001335,信凯科技,深市A股,46.06,4.32,50.62,4.35,0.00,0.00,6.42,6.42,6.42,0.00
301421,波长光电,创业板,93.13,10.78,300.42,8.93,0.00,0.00,6.31,6.31,6.31,0.00
600007,XD中国国,沪市A股,19.18,19.32,16.12,1.92,0.00,0.00,6.26,6.26,6.26,0.00
688376,美埃科技,科创板,107.85,14.59,119.83,7.45,0.00,0.00,6.24,6.24,6.24,0.00
603194,中力股份,沪市A股,35.60,14.28,16.64,2.59,0.00,0.00,6.14,6.14,6.14,0.00
688432,有研硅,科创板,27.33,34.17,162.49,7.57,0.00,0.00,6.14,6.14,6.14,0.00
300537,广信材料,创业板,32.82,6.82,480.53,7.52,0.00,0.00,6.11,6.11,6.11,0.00
603313,梦百合,沪市A股,5.93,3.38,-296.50,1.00,0.00,0.00,6.08,6.08,6.08,0.00
688448,磁谷科技,科创板,57.26,5.58,409.00,5.53,0.00,0.00,6.06,6.06,6.06,0.00
002132,恒星科技,深市A股,5.47,7.67,547.00,2.17,0.00,0.00,6.01,6.01,6.01,0.00
688605,先锋精科,科创板,97.97,19.83,105.34,11.87,0.00,0.00,5.95,5.95,5.95,0.00
688656,浩欧博,科创板,98.59,6.26,266.46,7.57,0.00,0.00,5.87,5.87,5.87,0.00
300720,海川智能,创业板,85.20,16.60,718.38,28.20,0.00,0.00,5.84,5.84,5.84,0.00
301096,百诚医药,创业板,56.20,6.14,-67.71,2.45,0.00,0.00,5.82,5.82,5.82,0.00
603155,新亚强,沪市A股,24.35,7.69,93.65,3.48,0.00,0.00,5.69,5.69,5.69,0.00
688170,德龙激光,科创板,88.30,9.13,353.20,7.41,0.00,0.00,5.55,5.55,5.55,0.00
603386,骏亚科技,沪市A股,21.21,6.92,-1060.50,5.29,0.00,0.00,5.52,5.52,5.52,0.00
300093,金刚光伏,创业板,26.05,14.07,31.01,7.23,0.00,0.00,5.51,5.51,5.51,0.00
300446,航天智造,创业板,17.46,14.76,16.75,2.44,0.00,0.00,5.50,5.50,5.50,0.00
300320,海达股份,创业板,9.43,5.67,24.40,2.19,0.00,0.00,5.48,5.48,5.48,0.00
603800,洪田股份,沪市A股,89.59,18.63,1279.86,23.56,0.00,0.00,5.46,5.46,5.46,0.00
600770,综艺股份,沪市A股,6.82,8.87,81.29,2.61,0.00,0.00,5.41,5.41,5.41,0.00
605399,晨光新材,沪市A股,13.68,4.27,-45.60,2.07,0.00,0.00,5.39,5.39,5.39,0.00
600118,中国卫星,沪市A股,74.51,88.11,2483.67,13.93,0.00,0.00,5.39,5.39,5.39,0.00
603004,鼎龙科技,沪市A股,23.75,5.59,37.70,2.69,0.00,0.00,5.32,5.32,5.32,0.00
688037,芯源微,科创板,350.70,70.71,974.17,25.25,0.00,0.00,5.32,5.32,5.32,0.00
600895,张江高科,沪市A股,34.44,53.34,55.55,3.90,0.00,0.00,5.29,5.29,5.29,0.00
603722,阿科力,沪市A股,37.90,3.70,-99.74,4.17,0.00,0.00,5.28,5.28,5.28,0.00
605020,永和股份,沪市A股,40.93,20.91,33.83,3.52,0.00,0.00,5.27,5.27,5.27,0.00
603002,宏昌电子,沪市A股,26.25,29.77,875.00,8.61,0.00,0.00,5.21,5.21,5.21,0.00
605006,山东玻纤,沪市A股,24.94,15.67,-1247.00,6.25,0.00,0.00,5.19,5.19,5.19,0.00
003036,泰坦股份,深市A股,98.18,21.24,446.27,14.95,0.00,0.00,5.12,5.12,5.12,0.00
301295,美硕科技,创业板,42.81,4.32,194.59,4.42,0.00,0.00,5.08,5.08,5.08,0.00
300566,激智科技,创业板,32.08,8.41,41.13,3.78,0.00,0.00,5.01,5.01,5.01,0.00
301618,长联科技,创业板,48.06,6.07,106.68,6.40,0.00,0.00,5.00,5.00,5.00,0.00
603297,永新光学,沪市A股,137.82,15.29,69.61,7.27,0.00,0.00,4.97,4.97,4.97,0.00
301232,飞沃科技,创业板,152.01,15.98,304.02,11.29,0.00,0.00,4.96,4.96,4.96,0.00
003015,日久光电,深市A股,12.92,3.63,34.00,3.14,0.00,0.00,4.96,4.96,4.96,0.00
688003,天准科技,科创板,123.12,23.92,311.54,12.11,0.00,0.00,4.93,4.93,4.93,0.00
688061,灿瑞科技,科创板,50.82,5.84,-97.73,2.54,0.00,0.00,4.93,4.93,4.93,0.00
600707,彩虹股份,沪市A股,14.30,51.31,137.50,2.35,0.00,0.00,4.92,4.92,4.92,0.00
300319,麦捷科技,创业板,31.54,27.99,87.68,5.68,0.00,0.00,4.85,4.85,4.85,0.00
000668,荣丰控股,深市A股,22.08,3.24,122.67,4.34,0.00,0.00,4.84,4.84,4.84,0.00
002983,芯瑞达,深市A股,26.41,5.89,47.16,4.24,0.00,0.00,4.84,4.84,4.84,0.00
002182,宝武镁业,深市A股,13.23,13.12,-707.49,2.48,0.00,0.00,4.83,4.83,4.83,0.00
603989,艾华集团,沪市A股,56.34,22.47,84.77,5.68,0.00,0.00,4.82,4.82,4.82,0.00
688669,聚石化学,科创板,92.97,11.28,-72.83,10.38,0.00,0.00,4.78,4.78,4.78,0.00
300498,温氏股份,创业板,12.28,81.71,15.46,2.06,0.00,0.00,4.78,4.78,4.78,0.00
300772,运达股份,创业板,12.01,9.45,27.30,1.40,0.00,0.00,4.71,4.71,4.71,0.00
000725,京东方Ａ,深市A股,7.87,291.54,49.19,2.14,0.00,0.00,4.65,4.65,4.65,0.00
002787,华源控股,深市A股,31.75,10.55,93.38,5.71,0.00,0.00,4.65,4.65,4.65,0.00
300219,鸿利智汇,创业板,9.99,7.07,71.36,2.71,0.00,0.00,4.61,4.61,4.61,0.00
002714,牧原股份,深市A股,33.84,195.36,11.75,2.27,0.00,0.00,4.57,4.57,4.57,0.00
603806,福斯特,沪市A股,16.67,43.49,55.57,2.69,0.00,0.00,4.51,4.51,4.51,0.00
300480,光力科技,创业板,39.90,14.77,362.73,8.71,0.00,0.00,4.50,4.50,4.50,0.00
301588,美新科技,创业板,39.89,4.74,153.42,5.01,0.00,0.00,4.48,4.48,4.48,0.00
003033,征和工业,深市A股,54.45,4.45,25.44,3.11,0.00,0.00,4.47,4.47,4.47,0.00
688375,XD国博电,科创板,99.53,59.32,117.09,9.17,0.00,0.00,4.46,4.46,4.46,0.00
301115,联检科技,创业板,32.01,5.87,266.75,2.37,0.00,0.00,4.44,4.44,4.44,0.00
002990,盛视科技,深市A股,75.81,19.85,229.73,7.96,0.00,0.00,4.42,4.42,4.42,0.00
000920,沃顿科技,深市A股,13.99,6.61,29.77,3.29,0.00,0.00,4.40,4.40,4.40,0.00
301306,西测测试,创业板,171.33,14.46,-111.25,17.20,0.00,0.00,4.39,4.39,4.39,0.00
600981,苏豪汇鸿,沪市A股,2.38,5.34,238.00,1.07,0.00,0.00,4.39,4.39,4.39,0.00
688361,中科飞测,科创板,346.51,121.34,1925.06,23.92,0.00,0.00,4.37,4.37,4.37,0.00
301257,普蕊斯,创业板,42.88,3.39,31.07,2.64,0.00,0.00,4.36,4.36,4.36,0.00
002080,中材科技,深市A股,96.92,162.64,89.48,7.95,0.00,0.00,4.29,4.29,4.29,0.00
600586,金晶科技,沪市A股,4.39,6.22,-10.55,1.24,0.00,0.00,4.28,4.28,4.28,0.00
603458,勘设股份,沪市A股,15.94,4.88,-12.65,1.89,0.00,0.00,4.25,4.25,4.25,0.00
300346,南大光电,创业板,77.88,53.83,169.30,14.95,0.00,0.00,4.23,4.23,4.23,0.00
300801,泰和科技,创业板,29.51,6.45,84.87,2.49,0.00,0.00,4.20,4.20,4.20,0.00
601066,中信建投,沪市A股,30.80,238.91,28.26,2.77,0.00,0.00,4.20,4.20,4.20,0.00
603773,沃格光电,沪市A股,179.17,40.27,-252.00,38.13,0.00,0.00,4.17,4.17,4.17,0.00
000925,众合科技,深市A股,9.57,6.47,-106.33,2.01,0.00,0.00,4.13,4.13,4.13,0.00
300545,联得装备,创业板,39.40,7.31,64.59,3.35,0.00,0.00,4.09,4.09,4.09,0.00
600857,宁波中百,沪市A股,18.07,4.05,120.47,4.58,0.00,0.00,4.09,4.09,4.09,0.00
605376,博迁新材,沪市A股,256.90,67.21,305.83,38.18,0.00,0.00,4.08,4.08,4.08,0.00
000002,万 科Ａ,深市A股,3.07,36.63,-0.41,0.33,0.00,0.00,4.07,4.07,4.07,0.00
002635,安洁科技,深市A股,19.19,12.66,112.88,2.17,0.00,0.00,4.07,4.07,4.07,0.00
300345,华民股份,创业板,5.89,3.42,-20.45,8.49,0.00,0.00,4.06,4.06,4.06,0.00
688486,龙迅股份,科创板,58.66,10.96,45.12,6.86,0.00,0.00,4.03,4.03,4.03,0.00
603477,巨星农牧,沪市A股,13.44,7.03,224.00,2.78,0.00,0.00,4.03,4.03,4.03,0.00
603668,天马科技,沪市A股,12.41,6.28,-34.47,2.96,0.00,0.00,4.02,4.02,4.02,0.00
300761,立华股份,创业板,16.32,13.81,23.54,1.46,0.00,0.00,4.01,4.01,4.01,0.00
002076,星光股份,深市A股,2.35,2.61,-671.43,8.56,0.00,0.00,3.98,3.98,3.98,0.00
603139,康惠股份,沪市A股,41.30,4.13,-12.37,7.56,0.00,0.00,3.90,3.90,3.90,0.00
301178,天亿马,创业板,45.85,4.27,416.82,5.47,0.00,0.00,3.90,3.90,3.90,0.00
600879,航天电子,沪市A股,19.67,64.90,285.07,3.11,0.00,0.00,3.80,3.80,3.80,0.00
001229,魅视科技,深市A股,30.19,4.33,43.75,4.28,0.00,0.00,3.78,3.78,3.78,0.00
605028,世茂能源,沪市A股,21.06,3.37,19.50,2.45,0.00,0.00,3.74,3.74,3.74,0.00
688665,四方光电,科创板,60.88,6.16,46.12,5.20,0.00,0.00,3.66,3.66,3.66,0.00
300013,新宁物流,创业板,3.97,2.22,-82.19,12.34,0.00,0.00,3.65,3.65,3.65,0.00
000700,模塑科技,深市A股,14.39,13.21,27.36,3.33,0.00,0.00,3.60,3.60,3.60,0.00
600630,龙头股份,沪市A股,9.81,4.17,89.18,5.12,0.00,0.00,3.59,3.59,3.59,0.00
002859,洁美科技,深市A股,100.50,43.34,197.06,14.10,0.00,0.00,3.50,3.50,3.50,0.00
688093,世华科技,科创板,35.93,10.07,24.11,3.51,0.00,0.00,3.48,3.48,3.48,0.00
603156,养元饮品,沪市A股,47.35,59.67,47.36,6.02,0.00,0.00,3.48,3.48,3.48,0.00
300833,浩洋股份,创业板,31.09,3.93,22.86,1.58,0.00,0.00,3.46,3.46,3.46,0.00
000629,钒钛股份,深市A股,3.29,30.57,-325.74,2.47,0.00,0.00,3.46,3.46,3.46,0.00
300786,国林科技,创业板,23.96,4.41,-217.82,3.94,0.00,0.00,3.45,3.45,3.45,0.00
603757,大元泵业,沪市A股,74.40,13.88,87.53,6.54,0.00,0.00,3.45,3.45,3.45,0.00
002641,公元股份,深市A股,3.91,4.81,78.20,0.88,0.00,0.00,3.44,3.44,3.44,0.00
000728,国元证券,深市A股,7.84,34.21,14.00,0.88,0.00,0.00,3.43,3.43,3.43,0.00
300567,精测电子,创业板,272.00,76.09,937.93,18.22,0.00,0.00,3.42,3.42,3.42,0.00
600660,福耀玻璃,沪市A股,49.65,129.57,13.91,3.31,0.00,0.00,3.42,3.42,3.42,0.00
603341,龙旗科技,沪市A股,43.36,22.66,34.14,3.14,0.00,0.00,3.39,3.39,3.39,0.00
301319,唯特偶,创业板,209.50,38.10,329.14,31.32,0.00,0.00,3.37,3.37,3.37,0.00
000876,新 希 望,深市A股,6.16,27.74,-15.02,1.47,0.00,0.00,3.36,3.36,3.36,0.00
601698,中国卫通,沪市A股,28.91,122.13,276.92,7.64,0.00,0.00,3.32,3.32,3.32,0.00
002587,奥拓电子,深市A股,7.15,4.68,357.50,3.49,0.00,0.00,3.32,3.32,3.32,0.00
603678,火炬电子,沪市A股,77.62,36.91,114.15,6.00,0.00,0.00,3.31,3.31,3.31,0.00
603661,恒林股份,沪市A股,38.53,5.36,32.65,1.45,0.00,0.00,3.30,3.30,3.30,0.00
600783,XD鲁信创,沪市A股,19.44,14.47,102.32,3.29,0.00,0.00,3.29,3.29,3.29,0.00
600396,华电辽能,沪市A股,15.74,23.18,815.54,15.10,0.00,0.00,3.28,3.28,3.28,0.00
300225,金力泰,创业板,8.24,3.92,206.00,4.47,0.00,0.00,3.26,3.26,3.26,0.00
688138,清溢光电,科创板,41.97,13.21,66.62,4.66,0.00,0.00,3.25,3.25,3.25,0.00
002655,共达电声,深市A股,49.99,18.22,242.67,21.87,0.00,0.00,3.22,3.22,3.22,0.00
688090,瑞松科技,科创板,110.74,17.61,1230.44,19.03,0.00,0.00,3.17,3.17,3.17,0.00
688426,康为世纪,科创板,18.67,2.10,-19.11,1.57,0.00,0.00,3.15,3.15,3.15,0.00
002910,庄园牧场,深市A股,11.50,2.25,-30.26,2.27,0.00,0.00,3.14,3.14,3.14,0.00
300429,强力新材,创业板,17.23,9.31,-72.55,5.60,0.00,0.00,3.11,3.11,3.11,0.00
603867,新化股份,沪市A股,38.92,8.46,28.20,2.70,0.00,0.00,3.10,3.10,3.10,0.00
300655,晶瑞电材,创业板,18.32,20.64,130.86,8.02,0.00,0.00,3.10,3.10,3.10,0.00
688772,珠海冠宇,科创板,20.10,22.88,47.86,3.18,0.00,0.00,3.08,3.08,3.08,0.00
300727,润禾材料,创业板,36.21,6.52,53.25,4.72,0.00,0.00,3.04,3.04,3.04,0.00
001215,千味央厨,深市A股,36.69,3.56,55.59,1.92,0.00,0.00,3.03,3.03,3.03,0.00
002899,英派斯,深市A股,22.77,3.37,52.95,1.90,0.00,0.00,3.03,3.03,3.03,0.00
000417,合百集团,深市A股,8.20,6.40,39.92,1.34,0.00,0.00,3.02,3.02,3.02,0.00
301629,矽电股份,创业板,412.45,17.21,305.52,14.55,0.00,0.00,3.01,3.01,3.01,0.00
002427,尤夫股份,深市A股,4.80,4.73,120.00,5.00,0.00,0.00,3.00,3.00,3.00,0.00
601026,道生天合,沪市A股,14.78,9.75,39.95,3.70,0.00,0.00,3.00,3.00,3.00,0.00
688418,震有科技,科创板,45.66,8.79,-132.50,10.76,0.00,0.00,2.98,2.98,2.98,0.00
300200,高盟新材,创业板,11.76,5.07,47.04,3.06,0.00,0.00,2.98,2.98,2.98,0.00
688079,美迪凯,科创板,29.48,12.13,-75.59,9.72,0.00,0.00,2.97,2.97,2.97,0.00
002335,科华数据,深市A股,43.50,32.51,52.41,5.01,0.00,0.00,2.96,2.96,2.96,0.00
300342,天银机电,创业板,43.51,18.49,1445.52,11.80,0.00,0.00,2.96,2.96,2.96,0.00
301345,涛涛车业,创业板,225.33,24.57,30.04,6.50,0.00,0.00,2.95,2.95,2.95,0.00
603061,金海通,沪市A股,411.82,35.83,135.02,20.98,0.00,0.00,2.94,2.94,2.94,0.00
603256,宏和科技,沪市A股,284.90,257.72,1238.70,92.99,0.00,0.00,2.94,2.94,2.94,0.00
688146,中船特气,科创板,401.41,212.51,617.55,36.22,0.00,0.00,2.93,2.93,2.93,0.00
000591,太阳能,深市A股,4.59,17.92,21.87,0.75,0.00,0.00,2.92,2.92,2.92,0.00
600909,华安证券,沪市A股,12.40,62.30,27.56,2.36,0.00,0.00,2.90,2.90,2.90,0.00
300120,经纬辉开,创业板,11.34,6.51,-13.45,2.60,0.00,0.00,2.90,2.90,2.90,0.00
002860,星帅尔,深市A股,13.84,4.87,23.86,2.08,0.00,0.00,2.90,2.90,2.90,0.00
002183,怡 亚 通,深市A股,5.68,14.75,-47.33,1.63,0.00,0.00,2.90,2.90,2.90,0.00
603212,赛伍技术,沪市A股,12.17,5.32,-19.95,2.23,0.00,0.00,2.87,2.87,2.87,0.00
603938,三孚股份,沪市A股,71.67,27.42,341.29,10.79,0.00,0.00,2.86,2.86,2.86,0.00
605009,豪悦护理,沪市A股,22.35,4.81,20.69,1.38,0.00,0.00,2.85,2.85,2.85,0.00
603898,好莱客,沪市A股,14.82,4.61,296.40,1.50,0.00,0.00,2.85,2.85,2.85,0.00
002137,实益达,深市A股,11.01,6.36,147.59,4.14,0.00,0.00,2.80,2.80,2.80,0.00
